20:00:13,0
20:00:14,0
20:00:15,75
20:00:16,76
20:00:17,75
20:00:18,74
20:00:19,74
20:01:22,0
20:01:23,0
20:01:24,80
20:01:25,86
20:01:26,84
20:01:27,78
20:01:28,102
20:01:29,98
20:01:30,104
20:01:31,76
20:01:32,80
20:01:33,79
20:01:34,75
20:01:35,75
20:01:36,76
20:01:37,78
20:01:38,76
20:01:39,76
20:01:40,73
20:01:41,77
20:01:42,77
20:01:43,80
20:01:44,82
20:01:45,82
20:01:46,72
20:01:47,76
20:01:48,88
20:01:49,92
20:01:50,92
20:01:51,92
20:01:52,88
20:01:53,87
20:01:54,89
20:01:55,90
20:01:56,90
20:01:57,92
20:01:58,93
20:01:59,93
20:02:00,88
20:02:01,86
20:02:02,84
20:02:03,85
20:02:04,87
20:02:05,89
20:02:06,90
20:02:07,87
20:02:08,101
20:02:09,93
20:02:10,93
20:02:11,88
20:02:12,61
20:02:13,56
20:02:14,67
20:02:15,74
20:02:16,85
20:02:17,82
20:02:18,82
20:02:19,90
20:02:20,88
20:02:21,88
20:02:22,119
20:02:23,119
20:02:24,122
20:02:25,133
20:02:26,100
20:02:27,100
20:02:28,102
20:02:29,91
20:02:30,80
20:02:31,91
20:02:32,104
20:02:33,102
20:02:34,100
20:02:35,101
20:02:36,98
20:02:37,96
20:02:38,92
20:02:39,91
20:02:40,91
20:02:41,90
20:02:42,90
20:02:42,90
20:02:43,89
20:02:44,87
20:02:45,86
20:02:46,86
20:02:47,85
20:02:48,86
20:02:49,85
20:02:50,86
20:02:51,85
20:02:52,86
20:02:53,87
20:02:54,86
20:02:55,85
20:02:56,83
20:02:57,80
