20:22:16,0
20:22:17,0
20:22:18,85
20:22:19,85
20:22:20,69
20:22:21,73
20:22:22,57
20:22:23,90
20:22:24,89
20:22:25,99
20:22:26,95
20:22:27,95
20:22:28,95
20:22:29,95
20:22:30,91
20:22:31,63
20:22:32,63
20:22:33,68
20:22:34,77
20:22:35,77
20:22:36,75
20:22:37,79
20:22:38,76
20:22:39,76
20:22:40,75
20:22:41,74
20:22:42,75
20:22:43,72
20:22:44,70
20:22:45,70
20:22:46,73
20:22:47,103
20:22:48,103
20:22:49,108
20:22:50,108
20:22:51,108
20:22:52,87
20:22:53,101
20:22:54,110
20:22:55,103
20:22:56,73
20:22:57,74
20:22:58,74
20:22:59,76
20:23:00,80
20:23:01,79
20:23:02,82
20:23:03,78
20:23:04,103
20:23:05,105
20:23:06,98
20:23:07,80
20:23:08,80
20:23:09,81
20:23:10,89
20:23:11,84
20:23:12,89
20:23:13,85
20:23:14,80
20:23:15,87
20:23:16,76
20:23:17,113
20:23:18,122
20:23:19,127
20:23:20,108
20:23:21,103
20:23:22,101
20:23:23,114
20:23:24,116
20:23:25,115
20:23:26,108
20:23:27,101
20:23:28,93
20:23:29,79
20:23:30,91
20:23:31,102
20:23:32,118
20:23:33,115
20:23:34,113
20:23:35,111
20:23:36,104
20:23:37,113
20:23:38,126
20:23:39,128
20:23:40,126
20:23:41,124
20:23:42,120
20:23:43,114
20:23:44,115
20:23:45,117
20:23:46,115
20:23:47,111
20:23:48,113
20:23:49,110
20:23:50,107
20:23:51,107
20:23:52,105
20:23:53,104
20:23:54,101
20:23:55,102
20:23:56,99
20:23:57,99
20:23:58,99
20:23:59,99
20:24:00,98
20:24:01,98
20:24:02,98
20:24:03,97
20:24:04,100
20:24:05,99
20:24:06,101
20:24:07,97
20:24:08,94
20:24:09,91
20:24:10,93
20:24:11,93
20:24:12,92
20:24:13,91
20:24:14,89
20:24:15,86
20:24:16,85
20:24:17,86
20:24:18,85
20:24:19,83
20:24:20,82
20:24:21,81
20:24:22,83
20:24:23,84
20:24:24,86
20:24:25,85
20:24:26,85
20:24:27,82
20:24:28,76
20:24:29,75
20:24:30,76
20:24:31,84
20:24:32,83
20:24:33,86
